"Day","Activity","obs","age","subj_id"
1,159,25,8,"15926"
1,195,26,8,"15926"
1,0,27,8,"15926"
1,0,28,8,"15926"
1,0,29,8,"15926"
1,0,30,8,"15926"
1,195,31,8,"15926"
1,118,32,8,"15926"
1,248,33,8,"15926"
1,148,34,8,"15926"
1,333,35,8,"15926"
1,123,36,8,"15926"
1,0,37,8,"15926"
1,172,38,8,"15926"
1,87,39,8,"15926"
1,164,40,8,"15926"
1,218,41,8,"15926"
1,154,42,8,"15926"
1,159,43,8,"15926"
1,51,44,8,"15926"
1,118,45,8,"15926"
1,0,46,8,"15926"
1,123,47,8,"15926"
1,108,48,8,"15926"
1,0,49,8,"15926"
1,0,50,8,"15926"
1,82,51,8,"15926"
1,0,52,8,"15926"
1,15,53,8,"15926"
1,77,54,8,"15926"
1,0,55,8,"15926"
1,0,56,8,"15926"
1,0,57,8,"15926"
1,0,58,8,"15926"
1,0,59,8,"15926"
1,0,60,8,"15926"
1,0,61,8,"15926"
1,143,62,8,"15926"
1,287,63,8,"15926"
1,143,64,8,"15926"
1,159,65,8,"15926"
1,87,66,8,"15926"
1,0,67,8,"15926"
1,0,68,8,"15926"
1,51,69,8,"15926"
1,0,70,8,"15926"
1,0,71,8,"15926"
1,0,72,8,"15926"
1,148,73,8,"15926"
1,148,74,8,"15926"
1,92,75,8,"15926"
1,0,76,8,"15926"
1,0,77,8,"15926"
1,0,78,8,"15926"
1,46,79,8,"15926"
1,41,80,8,"15926"
1,20,81,8,"15926"
2,0,1,8,"15926"
2,0,2,8,"15926"
2,0,3,8,"15926"
2,0,4,8,"15926"
2,0,5,8,"15926"
2,10,6,8,"15926"
2,15,7,8,"15926"
2,179,8,8,"15926"
2,0,9,8,"15926"
2,0,10,8,"15926"
2,0,11,8,"15926"
2,0,12,8,"15926"
2,0,13,8,"15926"
2,56,14,8,"15926"
2,0,15,8,"15926"
2,0,16,8,"15926"
2,41,17,8,"15926"
2,41,18,8,"15926"
2,5,19,8,"15926"
2,0,20,8,"15926"
2,0,21,8,"15926"
2,10,22,8,"15926"
2,51,23,8,"15926"
2,67,24,8,"15926"
2,10,25,8,"15926"
2,0,26,8,"15926"
2,0,27,8,"15926"
2,56,28,8,"15926"
2,0,29,8,"15926"
2,0,30,8,"15926"
2,0,31,8,"15926"
2,0,32,8,"15926"
2,0,33,8,"15926"
2,0,34,8,"15926"
2,0,35,8,"15926"
2,0,36,8,"15926"
2,0,37,8,"15926"
2,0,38,8,"15926"
2,0,39,8,"15926"
2,118,40,8,"15926"
2,56,41,8,"15926"
2,31,42,8,"15926"
2,0,43,8,"15926"
2,179,44,8,"15926"
2,77,45,8,"15926"
2,67,46,8,"15926"
2,5,47,8,"15926"
2,82,48,8,"15926"
2,10,49,8,"15926"
2,0,50,8,"15926"
2,108,51,8,"15926"
2,0,52,8,"15926"
2,82,53,8,"15926"
2,241,54,8,"15926"
2,0,55,8,"15926"
2,46,56,8,"15926"
2,0,57,8,"15926"
2,271,58,8,"15926"
2,233,59,8,"15926"
2,0,60,8,"15926"
2,46,61,8,"15926"
2,0,62,8,"15926"
2,26,63,8,"15926"
2,97,64,8,"15926"
2,0,65,8,"15926"
2,0,66,8,"15926"
2,0,67,8,"15926"
2,187,68,8,"15926"
2,0,69,8,"15926"
2,0,70,8,"15926"
2,0,71,8,"15926"
2,0,72,8,"15926"
2,0,73,8,"15926"
2,0,74,8,"15926"
2,0,75,8,"15926"
2,0,76,8,"15926"
2,0,77,8,"15926"
2,0,78,8,"15926"
2,0,79,8,"15926"
2,0,80,8,"15926"
2,0,81,8,"15926"
2,0,82,8,"15926"
2,0,83,8,"15926"
2,0,84,8,"15926"
2,0,85,8,"15926"
2,0,86,8,"15926"
2,0,87,8,"15926"
2,0,88,8,"15926"
2,0,89,8,"15926"
2,0,90,8,"15926"
2,0,91,8,"15926"
2,0,92,8,"15926"
2,0,93,8,"15926"
2,0,94,8,"15926"
2,0,95,8,"15926"
2,0,96,8,"15926"
2,0,97,8,"15926"
2,0,98,8,"15926"
2,0,99,8,"15926"
2,0,100,8,"15926"
2,0,101,8,"15926"
1,0,1,14,"10646"
1,0,2,14,"10646"
1,5,3,14,"10646"
1,56,4,14,"10646"
1,67,5,14,"10646"
1,20,6,14,"10646"
1,445,7,14,"10646"
1,102,8,14,"10646"
1,343,9,14,"10646"
1,26,10,14,"10646"
1,404,11,14,"10646"
1,108,12,14,"10646"
1,0,13,14,"10646"
1,353,14,14,"10646"
1,561,15,14,"10646"
1,343,16,14,"10646"
1,97,17,14,"10646"
1,118,18,14,"10646"
1,225,19,14,"10646"
1,5,20,14,"10646"
1,61,21,14,"10646"
1,561,22,14,"10646"
1,138,23,14,"10646"
1,612,24,14,"10646"
1,148,25,14,"10646"
1,97,26,14,"10646"
1,425,27,14,"10646"
1,271,28,14,"10646"
1,233,29,14,"10646"
1,415,30,14,"10646"
1,404,31,14,"10646"
1,548,32,14,"10646"
1,343,33,14,"10646"
1,0,34,14,"10646"
1,26,35,14,"10646"
1,384,36,14,"10646"
1,241,37,14,"10646"
1,476,38,14,"10646"
1,264,39,14,"10646"
1,353,40,14,"10646"
1,271,41,14,"10646"
1,0,42,14,"10646"
1,0,43,14,"10646"
1,343,44,14,"10646"
1,302,45,14,"10646"
1,497,46,14,"10646"
1,435,47,14,"10646"
1,384,48,14,"10646"
1,678,49,14,"10646"
1,118,50,14,"10646"
1,0,51,14,"10646"
1,404,52,14,"10646"
1,233,53,14,"10646"
1,123,54,14,"10646"
1,302,55,14,"10646"
1,586,56,14,"10646"
1,97,57,14,"10646"
1,102,58,14,"10646"
1,225,59,14,"10646"
1,20,60,14,"10646"
1,264,61,14,"10646"
1,445,62,14,"10646"
1,325,63,14,"10646"
1,415,64,14,"10646"
1,164,65,14,"10646"
1,374,66,14,"10646"
1,548,67,14,"10646"
1,637,68,14,"10646"
1,92,69,14,"10646"
1,143,70,14,"10646"
1,466,71,14,"10646"
1,113,72,14,"10646"
1,612,73,14,"10646"
1,310,74,14,"10646"
1,143,75,14,"10646"
1,302,76,14,"10646"
1,310,77,14,"10646"
1,164,78,14,"10646"
1,187,79,14,"10646"
1,476,80,14,"10646"
1,497,81,14,"10646"
1,97,82,14,"10646"
1,77,83,14,"10646"
1,486,84,14,"10646"
1,364,85,14,"10646"
2,0,1,14,"10646"
2,0,2,14,"10646"
2,92,3,14,"10646"
2,56,4,14,"10646"
2,374,5,14,"10646"
2,0,6,14,"10646"
2,15,7,14,"10646"
2,36,8,14,"10646"
2,164,9,14,"10646"
2,72,10,14,"10646"
2,187,11,14,"10646"
2,404,12,14,"10646"
2,755,13,14,"10646"
2,41,14,14,"10646"
2,0,15,14,"10646"
2,343,16,14,"10646"
2,650,17,14,"10646"
2,353,18,14,"10646"
2,586,19,14,"10646"
2,561,20,14,"10646"
2,317,21,14,"10646"
2,128,22,14,"10646"
2,522,23,14,"10646"
2,154,24,14,"10646"
2,77,25,14,"10646"
2,302,26,14,"10646"
2,108,27,14,"10646"
2,497,28,14,"10646"
2,77,29,14,"10646"
2,92,30,14,"10646"
2,466,31,14,"10646"
2,92,32,14,"10646"
2,637,33,14,"10646"
2,637,34,14,"10646"
2,650,35,14,"10646"
2,77,36,14,"10646"
2,118,37,14,"10646"
2,404,38,14,"10646"
2,61,39,14,"10646"
2,67,40,14,"10646"
2,148,41,14,"10646"
2,612,42,14,"10646"
2,0,43,14,"10646"
2,118,44,14,"10646"
2,612,45,14,"10646"
2,561,46,14,"10646"
2,172,47,14,"10646"
2,497,48,14,"10646"
2,394,49,14,"10646"
2,650,50,14,"10646"
2,364,51,14,"10646"
2,466,52,14,"10646"
2,394,53,14,"10646"
2,740,54,14,"10646"
2,51,55,14,"10646"
2,143,56,14,"10646"
2,0,57,14,"10646"
2,637,58,14,"10646"
2,586,59,14,"10646"
2,1318,60,14,"10646"
2,637,61,14,"10646"
2,868,62,14,"10646"
2,264,63,14,"10646"
2,404,64,14,"10646"
2,456,65,14,"10646"
2,637,66,14,"10646"
2,218,67,14,"10646"
2,678,68,14,"10646"
2,522,69,14,"10646"
2,650,70,14,"10646"
2,435,71,14,"10646"
2,801,72,14,"10646"
2,333,73,14,"10646"
2,0,74,14,"10646"
2,333,75,14,"10646"
2,102,76,14,"10646"
2,650,77,14,"10646"
2,353,78,14,"10646"
2,225,79,14,"10646"
2,374,80,14,"10646"
2,384,81,14,"10646"
2,832,82,14,"10646"
2,535,83,14,"10646"
2,694,84,14,"10646"
2,1055,85,14,"10646"
2,694,86,14,"10646"
2,694,87,14,"10646"
2,233,88,14,"10646"
2,384,89,14,"10646"
2,497,90,14,"10646"
2,353,91,14,"10646"
2,709,92,14,"10646"
2,148,93,14,"10646"
2,425,94,14,"10646"
2,343,95,14,"10646"
2,586,96,14,"10646"
2,51,97,14,"10646"
2,0,98,14,"10646"
2,497,99,14,"10646"
2,522,100,14,"10646"
2,364,101,14,"10646"
2,87,102,14,"10646"
2,599,103,14,"10646"
2,310,104,14,"10646"
2,975,105,14,"10646"
2,415,106,14,"10646"
2,1295,107,14,"10646"
2,486,108,14,"10646"
2,1096,109,14,"10646"
1,0,1,14,"10790"
1,80,2,14,"10790"
1,27,3,14,"10790"
1,85,4,14,"10790"
1,107,5,14,"10790"
1,16,6,14,"10790"
1,117,7,14,"10790"
1,0,8,14,"10790"
1,0,9,14,"10790"
1,0,10,14,"10790"
1,11,11,14,"10790"
1,187,12,14,"10790"
1,203,13,14,"10790"
1,0,14,14,"10790"
1,0,15,14,"10790"
1,27,16,14,"10790"
1,0,17,14,"10790"
1,0,18,14,"10790"
1,128,19,14,"10790"
1,0,20,14,"10790"
1,0,21,14,"10790"
1,0,22,14,"10790"
1,117,23,14,"10790"
1,107,24,14,"10790"
1,0,25,14,"10790"
1,0,26,14,"10790"
1,0,27,14,"10790"
1,0,28,14,"10790"
1,0,29,14,"10790"
1,0,30,14,"10790"
1,195,31,14,"10790"
1,0,32,14,"10790"
1,0,33,14,"10790"
1,0,34,14,"10790"
1,0,35,14,"10790"
1,0,36,14,"10790"
1,0,37,14,"10790"
1,0,38,14,"10790"
1,0,39,14,"10790"
1,0,40,14,"10790"
1,0,41,14,"10790"
1,0,42,14,"10790"
1,0,43,14,"10790"
1,0,44,14,"10790"
1,0,45,14,"10790"
1,0,46,14,"10790"
1,0,47,14,"10790"
1,0,48,14,"10790"
1,0,49,14,"10790"
1,0,50,14,"10790"
1,0,51,14,"10790"
1,0,52,14,"10790"
1,0,53,14,"10790"
1,0,54,14,"10790"
1,0,55,14,"10790"
1,0,56,14,"10790"
1,0,57,14,"10790"
1,0,58,14,"10790"
1,0,59,14,"10790"
1,0,60,14,"10790"
1,64,61,14,"10790"
1,43,62,14,"10790"
1,0,63,14,"10790"
1,0,64,14,"10790"
1,0,65,14,"10790"
1,0,66,14,"10790"
1,0,67,14,"10790"
1,0,68,14,"10790"
1,0,69,14,"10790"
1,0,70,14,"10790"
1,0,71,14,"10790"
1,0,72,14,"10790"
1,0,73,14,"10790"
1,0,74,14,"10790"
1,0,75,14,"10790"
1,0,76,14,"10790"
1,0,77,14,"10790"
1,0,78,14,"10790"
1,0,79,14,"10790"
1,0,80,14,"10790"
1,0,81,14,"10790"
1,0,82,14,"10790"
1,0,83,14,"10790"
1,0,84,14,"10790"
1,0,85,14,"10790"
1,0,86,14,"10790"
1,0,87,14,"10790"
1,0,88,14,"10790"
1,0,89,14,"10790"
1,0,90,14,"10790"
1,0,91,14,"10790"
1,0,92,14,"10790"
1,0,93,14,"10790"
1,0,94,14,"10790"
1,0,95,14,"10790"
1,0,96,14,"10790"
1,0,97,14,"10790"
1,0,98,14,"10790"
1,0,99,14,"10790"
1,0,100,14,"10790"
1,0,101,14,"10790"
1,0,102,14,"10790"
1,0,103,14,"10790"
1,0,104,14,"10790"
1,0,105,14,"10790"
1,0,106,14,"10790"
1,0,107,14,"10790"
1,0,108,14,"10790"
1,0,109,14,"10790"
1,0,110,14,"10790"
1,0,111,14,"10790"
1,0,112,14,"10790"
1,0,113,14,"10790"
1,0,114,14,"10790"
1,0,115,14,"10790"
1,0,116,14,"10790"
1,0,117,14,"10790"
2,0,1,14,"10790"
2,69,2,14,"10790"
2,32,3,14,"10790"
2,195,4,14,"10790"
2,0,5,14,"10790"
2,160,6,14,"10790"
2,37,7,14,"10790"
2,267,8,14,"10790"
2,16,9,14,"10790"
2,0,10,14,"10790"
2,0,11,14,"10790"
2,0,12,14,"10790"
2,0,13,14,"10790"
2,37,14,14,"10790"
2,0,15,14,"10790"
2,0,16,14,"10790"
2,0,17,14,"10790"
2,0,18,14,"10790"
2,0,19,14,"10790"
2,32,20,14,"10790"
2,149,21,14,"10790"
2,0,22,14,"10790"
2,0,23,14,"10790"
2,0,24,14,"10790"
2,0,25,14,"10790"
2,85,26,14,"10790"
2,53,27,14,"10790"
2,0,28,14,"10790"
2,0,29,14,"10790"
2,0,30,14,"10790"
2,0,31,14,"10790"
2,0,32,14,"10790"
2,0,33,14,"10790"
2,0,34,14,"10790"
2,37,35,14,"10790"
2,43,36,14,"10790"
2,0,37,14,"10790"
2,0,38,14,"10790"
2,0,39,14,"10790"
2,0,40,14,"10790"
2,0,41,14,"10790"
2,0,42,14,"10790"
2,0,43,14,"10790"
2,0,44,14,"10790"
2,0,45,14,"10790"
2,0,46,14,"10790"
2,0,47,14,"10790"
2,0,48,14,"10790"
2,0,49,14,"10790"
2,0,50,14,"10790"
2,0,51,14,"10790"
2,0,52,14,"10790"
2,0,53,14,"10790"
2,0,54,14,"10790"
2,0,55,14,"10790"
2,0,56,14,"10790"
2,0,57,14,"10790"
2,0,58,14,"10790"
2,0,59,14,"10790"
2,0,60,14,"10790"
2,0,61,14,"10790"
2,0,62,14,"10790"
2,0,63,14,"10790"
2,0,64,14,"10790"
2,0,65,14,"10790"
2,0,66,14,"10790"
2,0,67,14,"10790"
2,0,68,14,"10790"
2,0,69,14,"10790"
2,0,70,14,"10790"
2,0,71,14,"10790"
2,0,72,14,"10790"
2,0,73,14,"10790"
2,0,74,14,"10790"
2,0,75,14,"10790"
2,0,76,14,"10790"
2,0,77,14,"10790"
2,0,78,14,"10790"
2,0,79,14,"10790"
2,0,80,14,"10790"
2,21,81,14,"10790"
2,0,82,14,"10790"
2,0,83,14,"10790"
2,0,84,14,"10790"
2,0,85,14,"10790"
1,0,1,10,"14043"
1,0,2,10,"14043"
1,0,3,10,"14043"
1,0,4,10,"14043"
1,32,5,10,"14043"
1,32,6,10,"14043"
1,179,7,10,"14043"
1,155,8,10,"14043"
1,85,9,10,"14043"
1,0,10,10,"14043"
1,27,11,10,"14043"
1,144,12,10,"14043"
1,91,13,10,"14043"
1,91,14,10,"14043"
1,37,15,10,"14043"
1,0,16,10,"14043"
1,203,17,10,"14043"
1,0,18,10,"14043"
1,0,19,10,"14043"
1,0,20,10,"14043"
1,5,21,10,"14043"
1,117,22,10,"14043"
1,91,23,10,"14043"
1,243,24,10,"14043"
1,155,25,10,"14043"
1,203,26,10,"14043"
1,291,27,10,"14043"
1,48,28,10,"14043"
1,0,29,10,"14043"
1,48,30,10,"14043"
1,259,31,10,"14043"
1,69,32,10,"14043"
1,219,33,10,"14043"
1,235,34,10,"14043"
1,195,35,10,"14043"
1,64,36,10,"14043"
1,160,37,10,"14043"
1,32,38,10,"14043"
1,291,39,10,"14043"
1,291,40,10,"14043"
1,267,41,10,"14043"
1,27,42,10,"14043"
1,0,43,10,"14043"
1,160,44,10,"14043"
1,21,45,10,"14043"
1,211,46,10,"14043"
1,117,47,10,"14043"
1,259,48,10,"14043"
1,155,49,10,"14043"
1,133,50,10,"14043"
1,123,51,10,"14043"
1,0,52,10,"14043"
1,0,53,10,"14043"
1,0,54,10,"14043"
1,347,55,10,"14043"
1,0,56,10,"14043"
1,0,57,10,"14043"
1,64,58,10,"14043"
1,0,59,10,"14043"
1,235,60,10,"14043"
1,165,61,10,"14043"
1,315,62,10,"14043"
1,0,63,10,"14043"
1,48,64,10,"14043"
1,5,65,10,"14043"
1,37,66,10,"14043"
1,251,67,10,"14043"
1,357,68,10,"14043"
1,187,69,10,"14043"
1,133,70,10,"14043"
1,0,71,10,"14043"
1,235,72,10,"14043"
1,101,73,10,"14043"
1,323,74,10,"14043"
1,331,75,10,"14043"
1,27,76,10,"14043"
1,5,77,10,"14043"
1,21,78,10,"14043"
1,128,79,10,"14043"
1,0,80,10,"14043"
1,0,81,10,"14043"
1,0,82,10,"14043"
1,0,83,10,"14043"
1,0,84,10,"14043"
1,0,85,10,"14043"
1,0,86,10,"14043"
1,80,87,10,"14043"
1,139,88,10,"14043"
1,0,89,10,"14043"
1,0,90,10,"14043"
1,16,91,10,"14043"
1,219,92,10,"14043"
1,195,93,10,"14043"
1,64,94,10,"14043"
1,0,95,10,"14043"
1,27,96,10,"14043"
1,203,97,10,"14043"
1,11,98,10,"14043"
1,0,99,10,"14043"
1,0,100,10,"14043"
1,21,101,10,"14043"
1,91,102,10,"14043"
1,43,103,10,"14043"
1,0,104,10,"14043"
1,0,105,10,"14043"
1,171,106,10,"14043"
1,133,107,10,"14043"
1,0,108,10,"14043"
1,155,109,10,"14043"
1,27,110,10,"14043"
1,11,111,10,"14043"
1,0,112,10,"14043"
1,235,113,10,"14043"
1,5,114,10,"14043"
1,11,115,10,"14043"
1,32,116,10,"14043"
1,48,117,10,"14043"
2,0,1,10,"14043"
2,16,2,10,"14043"
2,85,3,10,"14043"
2,267,4,10,"14043"
2,48,5,10,"14043"
2,0,6,10,"14043"
2,53,7,10,"14043"
2,16,8,10,"14043"
2,0,9,10,"14043"
2,80,10,10,"14043"
2,48,11,10,"14043"
2,48,12,10,"14043"
2,0,13,10,"14043"
2,80,14,10,"14043"
2,69,15,10,"14043"
2,5,16,10,"14043"
2,5,17,10,"14043"
2,0,18,10,"14043"
2,27,19,10,"14043"
2,37,20,10,"14043"
2,48,21,10,"14043"
2,0,22,10,"14043"
2,112,23,10,"14043"
2,0,24,10,"14043"
2,69,25,10,"14043"
2,59,26,10,"14043"
2,11,27,10,"14043"
2,16,28,10,"14043"
2,0,29,10,"14043"
2,32,30,10,"14043"
2,21,31,10,"14043"
2,133,32,10,"14043"
2,96,33,10,"14043"
2,0,34,10,"14043"
2,69,35,10,"14043"
2,179,36,10,"14043"
2,195,37,10,"14043"
2,307,38,10,"14043"
2,5,39,10,"14043"
2,27,40,10,"14043"
2,107,41,10,"14043"
2,165,42,10,"14043"
2,0,43,10,"14043"
2,48,44,10,"14043"
2,21,45,10,"14043"
2,0,46,10,"14043"
2,0,47,10,"14043"
2,0,48,10,"14043"
2,0,49,10,"14043"
2,75,50,10,"14043"
2,53,51,10,"14043"
2,117,52,10,"14043"
2,235,53,10,"14043"
2,203,54,10,"14043"
2,0,55,10,"14043"
2,227,56,10,"14043"
2,283,57,10,"14043"
2,211,58,10,"14043"
2,291,59,10,"14043"
2,139,60,10,"14043"
2,291,61,10,"14043"
2,291,62,10,"14043"
2,307,63,10,"14043"
2,323,64,10,"14043"
2,323,65,10,"14043"
2,101,66,10,"14043"
2,219,67,10,"14043"
2,347,68,10,"14043"
2,117,69,10,"14043"
2,43,70,10,"14043"
2,251,71,10,"14043"
2,339,72,10,"14043"
2,59,73,10,"14043"
2,251,74,10,"14043"
2,389,75,10,"14043"
2,0,76,10,"14043"
2,0,77,10,"14043"
2,0,78,10,"14043"
2,0,79,10,"14043"
2,0,80,10,"14043"
2,0,81,10,"14043"
1,218,1,17,"8340"
1,20,2,17,"8340"
1,0,3,17,"8340"
1,87,4,17,"8340"
1,97,5,17,"8340"
1,87,6,17,"8340"
1,195,7,17,"8340"
1,0,8,17,"8340"
1,0,9,17,"8340"
1,0,10,17,"8340"
1,0,11,17,"8340"
1,123,12,17,"8340"
1,0,13,17,"8340"
1,102,14,17,"8340"
1,31,15,17,"8340"
1,123,16,17,"8340"
1,271,17,17,"8340"
1,248,18,17,"8340"
1,113,19,17,"8340"
1,195,20,17,"8340"
1,202,21,17,"8340"
1,0,22,17,"8340"
1,0,23,17,"8340"
1,0,24,17,"8340"
1,0,25,17,"8340"
1,0,26,17,"8340"
1,0,27,17,"8340"
1,0,28,17,"8340"
1,0,29,17,"8340"
1,0,30,17,"8340"
1,0,31,17,"8340"
1,0,32,17,"8340"
1,0,33,17,"8340"
1,0,34,17,"8340"
1,0,35,17,"8340"
1,0,36,17,"8340"
1,0,37,17,"8340"
1,0,38,17,"8340"
1,0,39,17,"8340"
1,0,40,17,"8340"
1,0,41,17,"8340"
1,0,42,17,"8340"
1,0,43,17,"8340"
1,0,44,17,"8340"
1,0,45,17,"8340"
1,0,46,17,"8340"
1,0,47,17,"8340"
1,0,48,17,"8340"
1,0,49,17,"8340"
1,0,50,17,"8340"
1,72,51,17,"8340"
1,20,52,17,"8340"
1,113,53,17,"8340"
1,102,54,17,"8340"
1,72,55,17,"8340"
1,0,56,17,"8340"
1,10,57,17,"8340"
1,133,58,17,"8340"
1,77,59,17,"8340"
1,202,60,17,"8340"
1,31,61,17,"8340"
1,41,62,17,"8340"
1,0,63,17,"8340"
1,0,64,17,"8340"
1,0,65,17,"8340"
1,0,66,17,"8340"
1,0,67,17,"8340"
1,0,68,17,"8340"
1,0,69,17,"8340"
1,0,70,17,"8340"
1,0,71,17,"8340"
1,0,72,17,"8340"
1,0,73,17,"8340"
1,15,74,17,"8340"
1,172,75,17,"8340"
1,20,76,17,"8340"
1,67,77,17,"8340"
1,56,78,17,"8340"
1,82,79,17,"8340"
1,133,80,17,"8340"
1,0,81,17,"8340"
1,0,82,17,"8340"
1,0,83,17,"8340"
1,179,84,17,"8340"
1,0,85,17,"8340"
1,0,86,17,"8340"
1,67,87,17,"8340"
1,287,88,17,"8340"
1,26,89,17,"8340"
1,0,90,17,"8340"
1,0,91,17,"8340"
1,0,92,17,"8340"
1,0,93,17,"8340"
1,0,94,17,"8340"
1,0,95,17,"8340"
1,0,96,17,"8340"
1,0,97,17,"8340"
1,0,98,17,"8340"
1,0,99,17,"8340"
1,0,100,17,"8340"
1,0,101,17,"8340"
1,0,102,17,"8340"
1,0,103,17,"8340"
1,0,104,17,"8340"
1,0,105,17,"8340"
1,0,106,17,"8340"
1,0,107,17,"8340"
1,0,108,17,"8340"
1,0,109,17,"8340"
1,0,110,17,"8340"
1,0,111,17,"8340"
1,0,112,17,"8340"
1,92,113,17,"8340"
2,0,1,17,"8340"
2,0,2,17,"8340"
2,0,3,17,"8340"
2,26,4,17,"8340"
2,46,5,17,"8340"
2,241,6,17,"8340"
2,133,7,17,"8340"
2,108,8,17,"8340"
2,172,9,17,"8340"
2,148,10,17,"8340"
2,179,11,17,"8340"
2,113,12,17,"8340"
2,159,13,17,"8340"
2,0,14,17,"8340"
2,264,15,17,"8340"
2,179,16,17,"8340"
2,364,17,17,"8340"
2,497,18,17,"8340"
2,256,19,17,"8340"
2,384,20,17,"8340"
2,225,21,17,"8340"
2,187,22,17,"8340"
2,573,23,17,"8340"
2,353,24,17,"8340"
2,233,25,17,"8340"
2,522,26,17,"8340"
2,612,27,17,"8340"
2,279,28,17,"8340"
2,374,29,17,"8340"
2,15,30,17,"8340"
2,724,31,17,"8340"
2,218,32,17,"8340"
2,333,33,17,"8340"
2,509,34,17,"8340"
2,256,35,17,"8340"
2,256,36,17,"8340"
2,56,37,17,"8340"
2,179,38,17,"8340"
2,138,39,17,"8340"
2,364,40,17,"8340"
2,415,41,17,"8340"
2,535,42,17,"8340"
2,82,43,17,"8340"
2,325,44,17,"8340"
2,51,45,17,"8340"
2,466,46,17,"8340"
2,233,47,17,"8340"
2,10,48,17,"8340"
2,0,49,17,"8340"
2,0,50,17,"8340"
2,271,51,17,"8340"
2,384,52,17,"8340"
2,10,53,17,"8340"
2,0,54,17,"8340"
2,20,55,17,"8340"
2,210,56,17,"8340"
2,343,57,17,"8340"
2,548,58,17,"8340"
2,663,59,17,"8340"
2,364,60,17,"8340"
2,225,61,17,"8340"
2,10,62,17,"8340"
2,404,63,17,"8340"
2,302,64,17,"8340"
2,61,65,17,"8340"
2,333,66,17,"8340"
2,663,67,17,"8340"
2,287,68,17,"8340"
2,0,69,17,"8340"
2,0,70,17,"8340"
2,179,71,17,"8340"
2,210,72,17,"8340"
2,612,73,17,"8340"
2,172,74,17,"8340"
2,0,75,17,"8340"
2,0,76,17,"8340"
2,0,77,17,"8340"
2,92,78,17,"8340"
2,46,79,17,"8340"
2,0,80,17,"8340"
2,0,81,17,"8340"
2,0,82,17,"8340"
2,0,83,17,"8340"
2,0,84,17,"8340"
2,0,85,17,"8340"
2,0,86,17,"8340"
2,0,87,17,"8340"
2,0,88,17,"8340"
2,0,89,17,"8340"
1,46,1,7,"16972"
1,0,2,7,"16972"
1,0,3,7,"16972"
1,138,4,7,"16972"
1,31,5,7,"16972"
1,195,6,7,"16972"
1,0,7,7,"16972"
1,87,8,7,"16972"
1,82,9,7,"16972"
1,233,10,7,"16972"
1,0,11,7,"16972"
1,41,12,7,"16972"
1,133,13,7,"16972"
1,97,14,7,"16972"
1,302,15,7,"16972"
1,77,16,7,"16972"
1,0,17,7,"16972"
1,179,18,7,"16972"
1,310,19,7,"16972"
1,15,20,7,"16972"
1,154,21,7,"16972"
1,0,22,7,"16972"
1,36,23,7,"16972"
1,248,24,7,"16972"
1,202,25,7,"16972"
1,353,26,7,"16972"
1,271,27,7,"16972"
1,92,28,7,"16972"
1,0,29,7,"16972"
1,0,30,7,"16972"
1,0,31,7,"16972"
1,0,32,7,"16972"
1,92,33,7,"16972"
1,271,34,7,"16972"
1,133,35,7,"16972"
1,61,36,7,"16972"
1,650,37,7,"16972"
1,404,38,7,"16972"
1,0,39,7,"16972"
1,51,40,7,"16972"
1,202,41,7,"16972"
1,364,42,7,"16972"
1,415,43,7,"16972"
1,637,44,7,"16972"
1,333,45,7,"16972"
1,0,46,7,"16972"
1,15,47,7,"16972"
1,51,48,7,"16972"
1,92,49,7,"16972"
1,26,50,7,"16972"
1,10,51,7,"16972"
1,694,52,7,"16972"
1,154,53,7,"16972"
1,31,54,7,"16972"
1,0,55,7,"16972"
1,0,56,7,"16972"
1,0,57,7,"16972"
1,0,58,7,"16972"
1,0,59,7,"16972"
1,72,60,7,"16972"
1,486,61,7,"16972"
1,10,62,7,"16972"
1,0,63,7,"16972"
1,302,64,7,"16972"
1,425,65,7,"16972"
1,374,66,7,"16972"
1,374,67,7,"16972"
1,486,68,7,"16972"
1,404,69,7,"16972"
1,561,70,7,"16972"
1,287,71,7,"16972"
1,476,72,7,"16972"
1,5,73,7,"16972"
1,159,74,7,"16972"
1,195,75,7,"16972"
1,0,76,7,"16972"
1,384,77,7,"16972"
1,325,78,7,"16972"
1,573,79,7,"16972"
1,128,80,7,"16972"
1,535,81,7,"16972"
1,425,82,7,"16972"
1,0,83,7,"16972"
1,0,84,7,"16972"
1,0,85,7,"16972"
1,108,86,7,"16972"
1,404,87,7,"16972"
1,271,88,7,"16972"
1,0,89,7,"16972"
1,0,90,7,"16972"
1,0,91,7,"16972"
1,0,92,7,"16972"
1,0,93,7,"16972"
1,0,94,7,"16972"
1,0,95,7,"16972"
1,0,96,7,"16972"
1,0,97,7,"16972"
1,0,98,7,"16972"
1,5,99,7,"16972"
1,0,100,7,"16972"
1,0,101,7,"16972"
1,0,102,7,"16972"
1,0,103,7,"16972"
1,0,104,7,"16972"
1,0,105,7,"16972"
1,0,106,7,"16972"
1,187,107,7,"16972"
1,138,108,7,"16972"
1,425,109,7,"16972"
1,445,110,7,"16972"
1,46,111,7,"16972"
1,77,112,7,"16972"
1,0,113,7,"16972"
2,5,1,7,"16972"
2,0,2,7,"16972"
2,5,3,7,"16972"
2,82,4,7,"16972"
2,164,5,7,"16972"
2,218,6,7,"16972"
2,108,7,7,"16972"
2,0,8,7,"16972"
