class,order,family,genus,species,common_name,adult_body_mass_g,maximum_longevity_y,gestation_d
Mammalia,Rodentia,Muridae,Apodemus,draco,South China Field Mouse,23.4,6.325,23.43572
Mammalia,Rodentia,Muridae,Apodemus,flavicollis,Yellow-necked Field Mouse,29.375,4.5,25.9353
Mammalia,Rodentia,Muridae,Apodemus,gurkha,Nepalese Field Mouse,29.375,4.5,25.9353
Mammalia,Rodentia,Muridae,Apodemus,latronum,Large-eared Field Mouse,29.4,5.3,25.9353
Mammalia,Rodentia,Muridae,Apodemus,pallipes,Himalayan Field Mouse,23.39,6.325,23.43572
Mammalia,Rodentia,Muridae,Apodemus,peninsulae,Korean Field Mouse,29.4,5.3,25.9353
Mammalia,Rodentia,Muridae,Apodemus,ponticus,Caucasus Field Mouse,29.375,4.5,25.9353
Mammalia,Rodentia,Muridae,Apodemus,rusiges,Kashmir Field Mouse,24.8,6.325,24.5
Mammalia,Rodentia,Muridae,Apodemus,semotus,Taiwan Field Mouse,23.6,6.325,23.43572
Mammalia,Rodentia,Muridae,Apodemus,sylvaticus,Long-tailed Field Mouse,23.4,6.325,23.43572
Mammalia,Rodentia,Muridae,Apodemus,uralensis,Herb Field Mouse,23.39,6.325,23.43572
Mammalia,Rodentia,Muridae,Arvicanthis,ansorgei,Sudanian Arvicanthis,95.8,6.7,22
Mammalia,Rodentia,Muridae,Arvicanthis,niloticus,African Arvicanthis,95.8,6.7,22
Mammalia,Rodentia,Muridae,Arvicanthis,rufinus,Guinean Arvicanthis,89.84,6.7,22
Mammalia,Rodentia,Muridae,Bandicota,indica,Greater Bandicoot Rat,200,4.2,22
Mammalia,Rodentia,Muridae,Chiropodomys,gliroides,Indomalayan Pencil-tailed Tree Mouse,25.5,3.6,20.13
Mammalia,Rodentia,Muridae,Chiropodomys,pusillus,Lesser Pencil-tailed Tree Mouse,27.2,3.6,20.13
Mammalia,Rodentia,Muridae,Conilurus,penicillatus,Brush-tailed Conilurus,159.51,5,35.30576
Mammalia,Rodentia,Muridae,Desmodillus,auricularis,Cape Short-tailed Gerbil,54.81,6.1,28.60984
Mammalia,Rodentia,Muridae,Dipodillus,dasyurus,Wagner's Dipodil,27.5,1.75,25.28312
Mammalia,Rodentia,Muridae,Dipodillus,simoni,Simon's Dipodil,24.4,2,25.55312
Mammalia,Rodentia,Muridae,Gerbilliscus,afra,Cape Gerbil,83.465,5.7,23
Mammalia,Rodentia,Muridae,Gerbilliscus,brantsii,Highveld Gerbil,82.205,0.75,22.7335
Mammalia,Rodentia,Muridae,Gerbilliscus,kempi,Northern Savanna Gerbil,113,5,25.33
Mammalia,Rodentia,Muridae,Gerbilliscus,leucogaster,Bushveld Gerbil,133.8,2.908333333,28.37
Mammalia,Rodentia,Muridae,Gerbilliscus,validus,Southern Savanna Gerbil,113,5,25
Mammalia,Rodentia,Muridae,Gerbillurus,paeba,Paeba Hairy-footed Gerbil,28.5,3.241666667,25.02222
Mammalia,Rodentia,Muridae,Gerbillus,amoenus,Pleasant Gerbil,26.95,4.491666667,21.44196
Mammalia,Rodentia,Muridae,Gerbillus,floweri,Flower's Gerbil,39.9,8.2,22.14
Mammalia,Rodentia,Muridae,Gerbillus,garamantis,Algerian Gerbil,28.4,4.491666667,21.44196
Mammalia,Rodentia,Muridae,Gerbillus,grobbeni,Grobben's Gerbil,28.4,4.491666667,21.44196
Mammalia,Rodentia,Muridae,Gerbillus,hesperinus,Moroccan Gerbil,39.9,8.2,22.14
Mammalia,Rodentia,Muridae,Gerbillus,nanus,Baluchistan Gerbil,28.4,4.491666667,21.44196
Mammalia,Rodentia,Muridae,Gerbillus,perpallidus,Pale Gerbil,52.4,5.5,20.22
Mammalia,Rodentia,Muridae,Gerbillus,pyramidum,Greater Egyptian Gerbil,39.9,8.2,22.14
Mammalia,Rodentia,Muridae,Gerbillus,tarabuli,Tarabul's Gerbil,39.9,8.2,22.14
Mammalia,Rodentia,Muridae,Gerbillus,vivax,Vivacious Gerbil,27.6,4.491666667,21.91392
Mammalia,Rodentia,Muridae,Grammomys,buntingi,Bunting's Grammomys,43.7,4.416666667,24
Mammalia,Rodentia,Muridae,Grammomys,cometes,Mozambique Grammomys,44.35,4.416666667,24
Mammalia,Rodentia,Muridae,Grammomys,dolichurus,Common Grammomys,43.7,4.416666667,24
Mammalia,Rodentia,Muridae,Hydromys,chrysogaster,Common Water Rat,738.085,7.3,36
Mammalia,Rodentia,Muridae,Lemniscomys,striatus,Typical Lemniscomys,42.3,4.825,25.15
Mammalia,Rodentia,Muridae,Leporillus,conditor,Greater Stick-nest Rat,332.5,5.325,38
Mammalia,Rodentia,Muridae,Lophuromys,ansorgei,Ansorge's Brush-furred Rat,53.61,3.075,30.436
Mammalia,Rodentia,Muridae,Lophuromys,aquilus,Dark-colored Brush-furred Rat,56.035,0.75,30.72018
Mammalia,Rodentia,Muridae,Lophuromys,brevicaudus,Short-tailed Brush-furred Rat,56.035,0.75,30.72018
Mammalia,Rodentia,Muridae,Lophuromys,brunneus,Thomas's Ethiopian Brush-furred Rat,56.035,0.75,30.72018
Mammalia,Rodentia,Muridae,Lophuromys,chrysopus,Ethiopian Forest Brush-furred Rat,56.035,0.75,30.72018
Mammalia,Rodentia,Muridae,Lophuromys,eisentrauti,Mount Lefo Brush-furred Rat,53.61,3.075,30.436
Mammalia,Rodentia,Muridae,Lophuromys,flavopunctatus,Ethiopian Buff-spotted Brush-furred Rat,56.035,0.75,30.72018
Mammalia,Rodentia,Muridae,Lophuromys,nudicaudus,Fire-bellied Brush-furred Rat,44.5,3.075,30.436
Mammalia,Rodentia,Muridae,Lophuromys,sikapusi,Rusty-bellied Brush-furred Rat,53.61,3.075,30.436
Mammalia,Rodentia,Muridae,Lophuromys,zena,Zena's Brush-furred Rat,56.035,0.75,30.72018
Mammalia,Rodentia,Muridae,Mastomys,erythroleucus,Reddish-white Mastomys,53.81,4.075,21.2176
Mammalia,Rodentia,Muridae,Mastomys,natalensis,Natal Mastomys,41.675,2.908333333,23.53786
Mammalia,Rodentia,Muridae,Melomys,obiensis,Obi Island Melomys,140.84,4.2,22.98632
Mammalia,Rodentia,Muridae,Meriones,crassus,Sundevall's Jird,48.3,5.6,23.5
Mammalia,Rodentia,Muridae,Meriones,grandis,Moroccan Jird,137.8,4.658333333,25.48748
Mammalia,Rodentia,Muridae,Meriones,hurrianae,Indian Desert Jird,70.6,0.833333333,29.35646
Mammalia,Rodentia,Muridae,Meriones,libycus,Libyan Jird,91.33,5.2,25.56624
Mammalia,Rodentia,Muridae,Meriones,meridianus,Midday Jird,53,6.8,23.43572
Mammalia,Rodentia,Muridae,Meriones,persicus,Persian Jird,100,6,26
Mammalia,Rodentia,Muridae,Meriones,sacramenti,Buxton's Jird,48.3,5.6,23.5
Mammalia,Rodentia,Muridae,Meriones,shawi,Shaw's Jird,137.8,4.658333333,25.48748
Mammalia,Rodentia,Muridae,Meriones,tristrami,Tristram's Jird,111.62,4.658333333,25.3353
Mammalia,Rodentia,Muridae,Meriones,unguiculatus,Mongolian Jird,58.1,6.3,25.09
Mammalia,Rodentia,Muridae,Meriones,vinogradovi,Vinogradov's Jird,150,6.7,21.91392
Mammalia,Rodentia,Muridae,Meriones,zarudnyi,Zarudny's Jird,48.3,5.6,23.5
Mammalia,Rodentia,Muridae,Mesembriomys,gouldii,Black-footed Mesembriomys,900,7.816666667,44.03
Mammalia,Rodentia,Muridae,Mesembriomys,macrurus,Golden-backed Mesembriomys,268.5,7.1,47.89226
Mammalia,Rodentia,Muridae,Micaelamys,namaquensis,Namaqua Micaelamys,57.3,4.7,21.99
Mammalia,Rodentia,Muridae,Micromys,minutus,Harvest Mouse,7.18,5,20
Mammalia,Rodentia,Muridae,Mus,caroli,Ryukyu Mouse,18.65,6,19.6
Mammalia,Rodentia,Muridae,Mus,cervicolor,Fawn-colored Mouse,17.7,3.158333333,18.6917
Mammalia,Rodentia,Muridae,Mus,indutus,Desert Pygmy Mouse,7.25,4.3,20.39212
Mammalia,Rodentia,Muridae,Mus,macedonicus,Macedonian Mouse,20.5,6,19.6
Mammalia,Rodentia,Muridae,Mus,mahomet,Mahomet Mouse,41.5,2.908333333,23.53786
Mammalia,Rodentia,Muridae,Mus,minutoides,Southern African Pygmy Mouse,7.585,4.3,20.39212
Mammalia,Rodentia,Muridae,Mus,musculoides,Subsaharan Pygmy Mouse,7.585,4.3,20.55106
Mammalia,Rodentia,Muridae,Mus,musculus,House Mouse,20.5,6,19.6
Mammalia,Rodentia,Muridae,Mus,neavei,Neave's Mouse,7.585,4.3,20.39212
Mammalia,Rodentia,Muridae,Mus,orangiae,Orange Mouse,7.585,4.3,20.39212
Mammalia,Rodentia,Muridae,Mus,phillipsi,Phillips's Mouse,17.7,3.158333333,18.6917
Mammalia,Rodentia,Muridae,Mus,sorella,Thomas's Mouse,12.535,0.083333333,20.39212
Mammalia,Rodentia,Muridae,Mus,spicilegus,Mound-building Mouse,19.9,6,19.6
Mammalia,Rodentia,Muridae,Mus,spretus,Western Mediterranean Mouse,19.9,6,19.6
Mammalia,Rodentia,Muridae,Mus,triton,Gray-bellied Mouse,12.535,0.083333333,20.39212
Mammalia,Rodentia,Muridae,Mus,vulcani,Javan Shrew-like Mouse,60.315,3.908333333,21.77914
Mammalia,Rodentia,Muridae,Myotomys,unisulcatus,Bush Karroo Rat,99.25,0.833333333,36.57
Mammalia,Rodentia,Muridae,Nesokia,indica,Short-tailed Nesokia,160.79,1.666666667,17.17426
Mammalia,Rodentia,Muridae,Notomys,alexis,Spinifex Hopping Mouse,33.67,6.408333333,35
Mammalia,Rodentia,Muridae,Notomys,aquilo,Northern Hopping Mouse,38.995,4.241666667,53.263
Mammalia,Rodentia,Muridae,Notomys,cervinus,Fawn Hopping Mouse,34.2,0.416666667,42.0752
Mammalia,Rodentia,Muridae,Notomys,fuscus,Dusky Hopping Mouse,37.14,2.908333333,34.84352
Mammalia,Rodentia,Muridae,Notomys,mitchellii,Mitchell's Hopping Mouse,52,5.3,36.82756
Mammalia,Rodentia,Muridae,Otomys,anchietae,Angolan Vlei Rat,114.45,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Otomys,angoniensis,Angoni Vlei Rat,114.45,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Otomys,barbouri,Barbour's Vlei Rat,114.45,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Otomys,burtoni,Burton's Vlei Rat,114.45,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Otomys,cuanzensis,Cuanza Vlei Rat,130.65,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Otomys,dollmani,Dollman's Vlei Rat,114.45,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Otomys,irroratus,Southern African Vlei Rat,114.45,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Otomys,lacustris,Tanzanian Vlei Rat,114.45,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Otomys,laminatus,KwaZulu Vlei Rat,130.65,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Otomys,maximus,Okavango Vlei Rat,130.65,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Otomys,orestes,Afroalpine Vlei Rat,114.45,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Otomys,saundersiae,Saunders' Vlei Rat,114.45,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Otomys,tropicalis,East African Vlei Rat,114.45,1.833333333,40.0434
Mammalia,Rodentia,Muridae,Pachyuromys,duprasi,Fat-tailed Jird,40,8.316666667,20.4
Mammalia,Rodentia,Muridae,Parotomys,brantsii,Brants's Whistling Rat,120,0.5,37.56
Mammalia,Rodentia,Muridae,Praomys,delectorum,East African Praomys,36.97,5.2,24.3488
Mammalia,Rodentia,Muridae,Praomys,jacksoni,Jackson's Praomys,37.1,5.2,24.3488
Mammalia,Rodentia,Muridae,Praomys,lukolelae,Lukolela Praomys,37.035,5.2,24
Mammalia,Rodentia,Muridae,Praomys,minor,Least Praomys,37.1,5.2,24.3488
Mammalia,Rodentia,Muridae,Praomys,rostratus,West African Praomys,36.97,5.2,24
Mammalia,Rodentia,Muridae,Praomys,tullbergi,Tullberg's Praomys,36.97,5.2,24
Mammalia,Rodentia,Muridae,Psammomys,obesus,Fat Sand Rat,177.33,3.2,24.8
Mammalia,Rodentia,Muridae,Psammomys,vexillaris,Lesser Sand Rat,177.33,3.2,24.8
Mammalia,Rodentia,Muridae,Pseudomys,albocinereus,Ash-gray Pseudomys,28.25,2.658333333,34.20186
Mammalia,Rodentia,Muridae,Pseudomys,australis,Plains Pseudomys,65,7.9,31.04472
Mammalia,Rodentia,Muridae,Pseudomys,bolami,Bolam's Pseudomys,12.79,0.916666667,31.88108
Mammalia,Rodentia,Muridae,Pseudomys,delicatulus,Delicate Pseudomys,9.78,4.158333333,30.01082
Mammalia,Rodentia,Muridae,Pseudomys,desertor,Desert Pseudomys,31.045,1,29.39364
Mammalia,Rodentia,Muridae,Pseudomys,fieldi,Shark Bay Pseudomys,45,3.075,29.49
Mammalia,Rodentia,Muridae,Pseudomys,hermannsburgensis,Sandy Inland Pseudomys,12.2,0.916666667,31.88108
Mammalia,Rodentia,Muridae,Pseudomys,higginsi,Long-tailed Pseudomys,61.63,4,32.36326
Mammalia,Rodentia,Muridae,Pseudomys,novaehollandiae,New Holland Pseudomys,17.4,3.991666667,31.87108
Mammalia,Rodentia,Muridae,Pseudomys,oralis,Hastings River Pseudomys,65,7.9,31.04472
Mammalia,Rodentia,Muridae,Pseudomys,pilligaensis,Pilliga Pseudomys,10.86,1.5,28.30548
Mammalia,Rodentia,Muridae,Rattus,andamanensis,Indochinese Forest Rat,197.97,4.2,22.26132
Mammalia,Rodentia,Muridae,Rattus,argentiventer,Ricefield Rat,200,4.2,22
Mammalia,Rodentia,Muridae,Rattus,blangorum,Aceh Rat,142.68,4.2,22.26132
Mammalia,Rodentia,Muridae,Rattus,colletti,Australian Dusky Rat,151.99,1.5,21.90196
Mammalia,Rodentia,Muridae,Rattus,exulans,Pacific Rat,60.315,3.908333333,21.77914
Mammalia,Rodentia,Muridae,Rattus,fuscipes,Australian Bush Rat,127.29,5.3,26
Mammalia,Rodentia,Muridae,Rattus,lugens,Mentawai Archipelago Rat,200,4.2,22.26132
Mammalia,Rodentia,Muridae,Rattus,lutreolus,Australian Swamp Rat,112,4.408333333,26.78368
Mammalia,Rodentia,Muridae,Rattus,norvegicus,Brown Rat,280,5,21.60956
Mammalia,Rodentia,Muridae,Rattus,rattus,Roof Rat,200,4.2,22.26132
Mammalia,Rodentia,Muridae,Rattus,satarae,Sahyadris Forest Rat,200,4.2,22.26132
Mammalia,Rodentia,Muridae,Rattus,simalurensis,Simalur Archipelago Rat,142.68,4.2,22.26132
Mammalia,Rodentia,Muridae,Rattus,tanezumi,Oriental House Rat,171.34,4.2,22.26132
Mammalia,Rodentia,Muridae,Rattus,tiomanicus,Malaysian Field Rat,142.68,4.2,22.26132
Mammalia,Rodentia,Muridae,Rattus,tunneyi,Australian Pale Field Rat,141.395,1,22.10196
Mammalia,Rodentia,Muridae,Rhabdomys,dilectus,Mesic Four-striped Grass Rat,45.865,4.5,25.26188
Mammalia,Rodentia,Muridae,Rhabdomys,pumilio,Xeric Four-striped Grass Rat,45.865,4.5,25.26188
Mammalia,Rodentia,Muridae,Rhombomys,opimus,Great Gerbil,214,4.5,28
Mammalia,Rodentia,Muridae,Tatera,indica,Indian Gerbil,112.64,7,26
Mammalia,Rodentia,Muridae,Taterillus,gracilis,Gracile Tateril,50.875,3.491666667,27.29466
Mammalia,Rodentia,Muridae,Taterillus,pygargus,Senegal Tateril,45.45,8.2,26.34
Mammalia,Rodentia,Muridae,Thallomys,paedulcus,Acacia Thallomys,77.7,3.5,26.34
Mammalia,Rodentia,Muridae,Thamnomys,kempi,Dollman's Thamnomys,65,5.741666667,24.3488
Mammalia,Rodentia,Muridae,Thamnomys,major,Hatt's Thamnomys,65,5.741666667,24.3488
Mammalia,Rodentia,Muridae,Thamnomys,venustus,Thomas's Thamnomys,63.44,5.741666667,24.3488
Mammalia,Rodentia,Muridae,Zelotomys,woosnami,Woosnam's Zelotomys,54.3,3.575,31.16954
Mammalia,Rodentia,Muridae,Zyzomys,argurus,Common Australian Rock Rat,45.21,4.158333333,27.718
Mammalia,Rodentia,Myocastoridae,Myocastor,coypus,Coypu,7150,12,131.86
Mammalia,Rodentia,Nesomyidae,Beamys,hindei,Hinde's Pouched Rat,88.735,3.158333333,24.02594
Mammalia,Rodentia,Nesomyidae,Cricetomys,ansorgei,Southern Giant Pouched Rat,1400,8.4,34
Mammalia,Rodentia,Nesomyidae,Cricetomys,emini,Forest Giant Pouched Rat,1400,8.4,34
Mammalia,Rodentia,Nesomyidae,Cricetomys,gambianus,Northern Giant Pouched Rat,1510.7,8.4,34
Mammalia,Rodentia,Nesomyidae,Dendromus,leucostomus,Monard's African Climbing Mouse,7.4,4.2,25
Mammalia,Rodentia,Nesomyidae,Dendromus,melanotis,Gray African Climbing Mouse,7.4,4.2,25
Mammalia,Rodentia,Nesomyidae,Hypogeomys,antimena,Votsovotsa,1250,12.6,120.872
Mammalia,Rodentia,Nesomyidae,Malacothrix,typica,Large-eared African Desert Mouse,17.02,2.491666667,26.57684
Mammalia,Rodentia,Nesomyidae,Mystromys,albicaudatus,African White-tailed Rat,93.8,6.3,38
Mammalia,Rodentia,Nesomyidae,Saccostomus,campestris,Southern African Pouched Mouse,55.815,4.5,21
Mammalia,Rodentia,Octodontidae,Octodon,degus,Degu,204.835,14,90.09056
Mammalia,Rodentia,Octodontidae,Octodontomys,gliroides,Mountain Degu,155.77,7.566666667,103.83902
Mammalia,Rodentia,Octodontidae,Spalacopus,cyanus,Coruro,109.5,10.81666667,80.3
Mammalia,Rodentia,Pedetidae,Pedetes,capensis,South African Spring Hare,2774.625,20.04166667,78.02
Mammalia,Rodentia,Pedetidae,Pedetes,surdaster,East African Spring Hare,2774.625,20.04166667,78.02
Mammalia,Rodentia,Sciuridae,Ammospermophilus,harrisii,Harris's Antelope Squirrel,126,10.6,29.35646
Mammalia,Rodentia,Sciuridae,Ammospermophilus,leucurus,White-tailed Antelope Squirrel,96.75,11.2,29.19
Mammalia,Rodentia,Sciuridae,Ammospermophilus,nelsoni,Nelson's Antelope Squirrel,157.46,5.666666667,26
Mammalia,Rodentia,Sciuridae,Callosciurus,adamsi,Ear-spot Squirrel,304.745,21.1,47.78452
Mammalia,Rodentia,Sciuridae,Callosciurus,erythraeus,Pallas's Squirrel,277.615,17,48
Mammalia,Rodentia,Sciuridae,Callosciurus,notatus,Plantain Squirrel,400,21.1,47.78452
Mammalia,Rodentia,Sciuridae,Callosciurus,prevostii,Prevost's Squirrel,400,21.1,47.78452
Mammalia,Rodentia,Sciuridae,Cynomys,gunnisoni,Gunnison's Prairie Dog,807.3,6.075,30
Mammalia,Rodentia,Sciuridae,Cynomys,leucurus,White-tailed Prairie Dog,918.63,6.408333333,30.39
Mammalia,Rodentia,Sciuridae,Cynomys,ludovicianus,Black-tailed Prairie Dog,1125,18,35.41506
Mammalia,Rodentia,Sciuridae,Cynomys,parvidens,Utah Prairie Dog,807.3,6.158333333,30
Mammalia,Rodentia,Sciuridae,Funambulus,palmarum,Indian Palm Squirrel,136.4,5.491666667,34
Mammalia,Rodentia,Sciuridae,Funambulus,pennantii,Northern Palm Squirrel,125.07,5.075,40.47988
Mammalia,Rodentia,Sciuridae,Funisciurus,congicus,Congo Rope Squirrel,112,9.5,52.65428
Mammalia,Rodentia,Sciuridae,Glaucomys,sabrinus,Northern Flying Squirrel,148,14.2,40
Mammalia,Rodentia,Sciuridae,Glaucomys,volans,Southern Flying Squirrel,65.4,19,40
Mammalia,Rodentia,Sciuridae,Marmota,baibacina,Gray Marmot,3500,18,40
Mammalia,Rodentia,Sciuridae,Marmota,broweri,Alaska Marmot,3180,12.05833333,30
Mammalia,Rodentia,Sciuridae,Marmota,caligata,Hoary Marmot,4298.52,12.05833333,30
Mammalia,Rodentia,Sciuridae,Marmota,camtschatica,Black-capped Marmot,3500,18,35
Mammalia,Rodentia,Sciuridae,Marmota,caudata,Long-tailed Marmot,4225,0.583333333,30.5
Mammalia,Rodentia,Sciuridae,Marmota,flaviventris,Yellow-bellied Marmot,3709.73,21.2,30.195
Mammalia,Rodentia,Sciuridae,Marmota,marmota,Alpine Marmot,3500,18,35.41506
Mammalia,Rodentia,Sciuridae,Marmota,menzbieri,Menzbier's Marmot,2943.025,18,35.41506
Mammalia,Rodentia,Sciuridae,Marmota,monax,Woodchuck,3413,14,32.35
Mammalia,Rodentia,Sciuridae,Marmota,sibirica,Tarbagan Marmot,8000,15,41
Mammalia,Rodentia,Sciuridae,Marmota,vancouverensis,Vancouver Island Marmot,4750,12.1,30
Mammalia,Rodentia,Sciuridae,Paraxerus,cepapi,Smith's Bush Squirrel,222.85,9.566666667,56.87
Mammalia,Rodentia,Sciuridae,Paraxerus,palliatus,Red Bush Squirrel,295,2.575,62.01
Mammalia,Rodentia,Sciuridae,Paraxerus,poensis,Green Bush Squirrel,117,7.233333333,55.13
Mammalia,Rodentia,Sciuridae,Petaurista,leucogenys,Japanese Giant Flying Squirrel,1650,19.2,74
Mammalia,Rodentia,Sciuridae,Petaurista,petaurista,Red Giant Flying Squirrel,1330,16,45
Mammalia,Rodentia,Sciuridae,Petaurista,philippensis,Indian Giant Flying Squirrel,1431.92,16,45
Mammalia,Rodentia,Sciuridae,Petaurista,xanthotis,Chinese Giant Flying Squirrel,1650,19.2,74
Mammalia,Rodentia,Sciuridae,Pteromys,volans,Siberian Flying Squirrel,140,11.4,30
Mammalia,Rodentia,Sciuridae,Ratufa,bicolor,Black Giant Squirrel,2000,19.63333333,31.7289
Mammalia,Rodentia,Sciuridae,Ratufa,indica,Indian Giant Squirrel,1060,20,83.699
Mammalia,Rodentia,Sciuridae,Ratufa,macroura,Sri Lankan Giant Squirrel,801.85,16,30
Mammalia,Rodentia,Sciuridae,Sciurus,aberti,Abert's Squirrel,624,6.983333333,43.52348
Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,540.33,24,44
Mammalia,Rodentia,Sciuridae,Sciurus,griseus,Western Gray Squirrel,751.67,10,43.67
Mammalia,Rodentia,Sciuridae,Sciurus,lis,Japanese Squirrel,324.75,14.8,38
Mammalia,Rodentia,Sciuridae,Sciurus,niger,Eastern Fox Squirrel,803.7,16,44.335
Mammalia,Rodentia,Sciuridae,Sciurus,vulgaris,Eurasian Red Squirrel,328.875,14.8,38
Mammalia,Rodentia,Sciuridae,Spermophilus,alashanicus,Alashan Ground Squirrel,200,2.083333333,30
Mammalia,Rodentia,Sciuridae,Spermophilus,armatus,Uinta Ground Squirrel,310.4,7,24.04444
Mammalia,Rodentia,Sciuridae,Spermophilus,beecheyi,California Ground Squirrel,599.6,5.408333333,28.5
Mammalia,Rodentia,Sciuridae,Spermophilus,beldingi,Belding's Ground Squirrel,289.18,11,26.2
Mammalia,Rodentia,Sciuridae,Spermophilus,brevicauda,Brandt's Ground Squirrel,217,7.1,27
Mammalia,Rodentia,Sciuridae,Spermophilus,citellus,European Ground Squirrel,228.5,6.7,27.41402
Mammalia,Rodentia,Sciuridae,Spermophilus,columbianus,Columbian Ground Squirrel,468.635,4.241666667,24.2
Mammalia,Rodentia,Sciuridae,Spermophilus,dauricus,Daurian Ground Squirrel,200,2.083333333,30
Mammalia,Rodentia,Sciuridae,Spermophilus,elegans,Wyoming Ground Squirrel,299.225,6,23.35504
Mammalia,Rodentia,Sciuridae,Spermophilus,erythrogenys,Red-cheeked Ground Squirrel,228.5,6.7,27.74
Mammalia,Rodentia,Sciuridae,Spermophilus,franklinii,Franklin's Ground Squirrel,459,7.2,28
Mammalia,Rodentia,Sciuridae,Spermophilus,lateralis,Golden-mantled Ground Squirrel,227.3,10.4,30.436
Mammalia,Rodentia,Sciuridae,Spermophilus,madrensis,Sierra Madre Ground Squirrel,217.6,10.4,30.436
Mammalia,Rodentia,Sciuridae,Spermophilus,mexicanus,Mexican Ground Squirrel,154.22,4.241666667,29.52292
Mammalia,Rodentia,Sciuridae,Spermophilus,mohavensis,Mohave Ground Squirrel,201.59,7.8,24.155
Mammalia,Rodentia,Sciuridae,Spermophilus,mollis,Piute Ground Squirrel,209.905,3.491666667,23.87004
Mammalia,Rodentia,Sciuridae,Spermophilus,musicus,Caucasian Mountain Ground Squirrel,136,7.1,26.64184
Mammalia,Rodentia,Sciuridae,Spermophilus,pallidicauda,Pallid Ground Squirrel,228.5,6.7,27.74
Mammalia,Rodentia,Sciuridae,Spermophilus,parryii,Arctic Ground Squirrel,747.09,2.575,25.16
Mammalia,Rodentia,Sciuridae,Spermophilus,pygmaeus,Little Ground Squirrel,136,7.1,26.64184
Mammalia,Rodentia,Sciuridae,Spermophilus,ralli,Tien Shan Ground Squirrel,217,7.1,27
Mammalia,Rodentia,Sciuridae,Spermophilus,relictus,Relict Ground Squirrel,317.985,6.7,27.41402
Mammalia,Rodentia,Sciuridae,Spermophilus,richardsonii,Richardson's Ground Squirrel,273.535,6,22.8
Mammalia,Rodentia,Sciuridae,Spermophilus,saturatus,Cascade Golden-mantled Ground Squirrel,250.9,10.4,30.218
Mammalia,Rodentia,Sciuridae,Spermophilus,spilosoma,Spotted Ground Squirrel,164.1,3.658333333,28
Mammalia,Rodentia,Sciuridae,Spermophilus,suslicus,Speckled Ground Squirrel,252,2.325,23.5
Mammalia,Rodentia,Sciuridae,Spermophilus,tereticaudus,Round-tailed Ground Squirrel,147.57,8.9,27.785
Mammalia,Rodentia,Sciuridae,Spermophilus,townsendii,Townsend's Ground Squirrel,218.26,3.491666667,24
Mammalia,Rodentia,Sciuridae,Spermophilus,tridecemlineatus,Thirteen-lined Ground Squirrel,182,7.9,27.75
Mammalia,Rodentia,Sciuridae,Spermophilus,undulatus,Long-tailed Ground Squirrel,720.455,3.575,27.5
Mammalia,Rodentia,Sciuridae,Spermophilus,variegatus,Rock Squirrel,663.03,9.816666667,30
Mammalia,Rodentia,Sciuridae,Spermophilus,xanthoprymnus,Asia Minor Ground Squirrel,228.5,6.7,27.41402
Mammalia,Rodentia,Sciuridae,Tamias,amoenus,Yellow-pine Chipmunk,54.2,5.166666667,29.828015
Mammalia,Rodentia,Sciuridae,Tamias,dorsalis,Cliff Chipmunk,62.8,12.6,29.75
Mammalia,Rodentia,Sciuridae,Tamias,merriami,Merriam's Chipmunk,75.95,2.825,33.37
Mammalia,Rodentia,Sciuridae,Tamias,minimus,Least Chipmunk,44.975,10.15,29.52292
Mammalia,Rodentia,Sciuridae,Tamias,obscurus,California Chipmunk,75,2.825,33.37
Mammalia,Rodentia,Sciuridae,Tamias,ochrogenys,Yellow-cheeked Chipmunk,84,10.25,28
Mammalia,Rodentia,Sciuridae,Tamias,quadrivittatus,Colorado Chipmunk,57.81,6.075,31.7
Mammalia,Rodentia,Sciuridae,Tamias,ruficaudus,Red-tailed Chipmunk,58.675,8,31.17454
Mammalia,Rodentia,Sciuridae,Tamias,rufus,Hopi Chipmunk,57.49,6.075,31.8289
Mammalia,Rodentia,Sciuridae,Tamias,senex,Shadow Chipmunk,84,10.25,28
Mammalia,Rodentia,Sciuridae,Tamias,sibiricus,Siberian Chipmunk,85,9.6,34.83852
Mammalia,Rodentia,Sciuridae,Tamias,siskiyou,Siskiyou Chipmunk,75,10.25,28
Mammalia,Rodentia,Sciuridae,Tamias,speciosus,Lodgepole Chipmunk,59.065,6.075,31.6
Mammalia,Rodentia,Sciuridae,Tamias,striatus,Eastern Chipmunk,92.6,9.5,31.25
Mammalia,Rodentia,Sciuridae,Tamias,townsendii,Townsend's Chipmunk,79.12,10.25,28
