CountYear,RoostCountStatusID,TotalCount,SpeciesID,FirstYear,RoostID
2017,Bats were present and counts were carried out,76,Rhinolophus hipposideros,1996,60482
2017,Bats were present and counts were carried out,98,Rhinolophus hipposideros,1996,60919
2017,Bats were present and counts were carried out,99,Rhinolophus hipposideros,1996,60919
2017,Bats were present and counts were carried out,108,Rhinolophus hipposideros,1996,60919
2017,Bats were present and counts were carried out,3,Rhinolophus hipposideros,1985,61315
2017,Bats were present and counts were carried out,23,Rhinolophus hipposideros,1985,61315
2017,Bats were present and counts were carried out,3,Rhinolophus hipposideros,1985,61315
2017,Bats were present and counts were carried out,6,Rhinolophus hipposideros,NA,62376
2017,Bats were present and counts were carried out,0,Pipistrellus pygmaeus,2008,62431
2017,Bats were present and counts were carried out,1,Pipistrellus pygmaeus,2008,62431
2017,Bats were present and counts were carried out,31,Rhinolophus hipposideros,2012,62636
2017,Bats were present and counts were carried out,28,Rhinolophus hipposideros,2012,62636
2017,Bats were present and counts were carried out,466,Pipistrellus pygmaeus,2000,62777
2017,Bats were present and counts were carried out,421,Pipistrellus pygmaeus,2000,62777
2017,Bats were present and counts were carried out,740,Pipistrellus pygmaeus,1994,62852
2017,Bats were present and counts were carried out,575,Pipistrellus pygmaeus,1994,62852
2017,Bats were present and counts were carried out,136,Pipistrellus pygmaeus,2016,62884
2017,Bats were present and counts were carried out,138,Pipistrellus pygmaeus,2016,62884
2017,Bats were present and counts were carried out,46,Rhinolophus hipposideros,2010,62967
2017,Bats were present and counts were carried out,45,Rhinolophus hipposideros,2010,62967
2017,Bats were present and counts were carried out,48,Rhinolophus hipposideros,2010,62967
2017,Bats were present and counts were carried out,177,Rhinolophus hipposideros,1993,63299
2017,Bats were present and counts were carried out,105,Rhinolophus hipposideros,1993,63299
2017,Bats were present and counts were carried out,195,Rhinolophus hipposideros,1993,63299
2017,Bats were present and counts were carried out,324,Rhinolophus hipposideros,1995,63331
2017,Bats were present and counts were carried out,354,Rhinolophus hipposideros,1995,63331
2017,Bats were present and counts were carried out,366,Rhinolophus hipposideros,1995,63331
2017,Bats were present and counts were carried out,106,Rhinolophus hipposideros,1990,63774
2017,Bats were present and counts were carried out,93,Rhinolophus hipposideros,1990,63774
2017,Bats were present and counts were carried out,656,Pipistrellus pygmaeus,NA,65676
2017,Bats were present and counts were carried out,598,Pipistrellus pygmaeus,NA,65676
2017,Bats were present and counts were carried out,44,Rhinolophus hipposideros,1986,65834
2017,Bats were present and counts were carried out,71,Rhinolophus hipposideros,1986,65834
2017,Bats were present and counts were carried out,81,Rhinolophus hipposideros,1986,65834
2017,Bats were present and counts were carried out,132,Rhinolophus hipposideros,1995,67779
2017,Bats were present and counts were carried out,127,Rhinolophus hipposideros,1995,67779
2017,Bats were present and counts were carried out,60,Rhinolophus hipposideros,NA,67990
2017,Bats were present and counts were carried out,113,Rhinolophus hipposideros,NA,67990
2017,Bats were present and counts were carried out,270,Rhinolophus hipposideros,NA,68036
2017,Bats were present and counts were carried out,32,Pipistrellus pygmaeus,2006,68185
2017,Bats were present and counts were carried out,51,Pipistrellus pygmaeus,2006,68185
2017,Bats were present and counts were carried out,60,Rhinolophus hipposideros,2002,68736
2017,Bats were present and counts were carried out,62,Rhinolophus hipposideros,2002,68736
2017,Bats were present and counts were carried out,180,Rhinolophus hipposideros,1996,69605
2017,Bats were present and counts were carried out,141,Rhinolophus hipposideros,2006,69933
2017,Bats were present and counts were carried out,55,Rhinolophus hipposideros,NA,70518
2017,Bats were present and counts were carried out,84,Rhinolophus hipposideros,NA,70518
2017,Bats were present and counts were carried out,72,Rhinolophus hipposideros,NA,70518
2017,Bats were present and counts were carried out,23,Pipistrellus pygmaeus,1985,70626
2017,Bats were present and counts were carried out,200,Pipistrellus pygmaeus,2014,71423
2017,Bats were present and counts were carried out,102,Pipistrellus pygmaeus,NA,72489
2017,Bats were present and counts were carried out,93,Pipistrellus pygmaeus,2009,72745
2017,Bats were present and counts were carried out,95,Pipistrellus pygmaeus,2009,72745
2017,Bats were present and counts were carried out,29,Pipistrellus pygmaeus,2010,72809
2017,Bats were present and counts were carried out,16,Pipistrellus pygmaeus,2010,72809
2017,Bats were present and counts were carried out,22,Pipistrellus pygmaeus,NA,72874
2017,Bats were present and counts were carried out,2,Rhinolophus hipposideros,1994,73141
2017,Bats were present and counts were carried out,254,Pipistrellus pygmaeus,2008,73268
